"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 06 15:52:24 MSK 2021","Thu May 06 15:52:24 MSK 2021","61","","","","","","Существующие элементы : Справочник.СоставОбъединенногоСчета.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:41 MSK 2021","Thu May 06 15:52:41 MSK 2021","7","","","","","","Перенос документа на текущий день : Документ.СведенияОДоходахФизическихЛицНА.Форма.ФормаДокументаУпр - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"failed","Thu May 06 15:52:22 MSK 2021","Thu May 06 15:52:22 MSK 2021","28","","","","","","Новые через копирование элементы : Справочник.РегламентированныеОтчеты.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"passed","Thu May 06 15:52:38 MSK 2021","Thu May 06 15:52:38 MSK 2021","5","","","","","","Перенос документа на текущий день : Документ.ПеререгистрацияЦБ.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:21 MSK 2021","Thu May 06 15:52:21 MSK 2021","173","","","","","","Новые элементы : Справочник.Организации.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:29 MSK 2021","Thu May 06 15:52:29 MSK 2021","10","","","","","","Существующие документы : Документ.CRSРепорт.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"skipped","Thu May 06 15:52:15 MSK 2021","Thu May 06 15:52:15 MSK 2021","3","","","","","","Новые элементы : объект находится в исключениях : Справочник.ИнвестиционныеДекларации.Форма.ФормаЭлемента - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"passed","Thu May 06 15:52:26 MSK 2021","Thu May 06 15:52:26 MSK 2021","83","","","","","","Справочник.ТипыЦБПоКлассификацииБР.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:12 MSK 2021","Thu May 06 15:52:12 MSK 2021","31","","","","","","Справочник.ВидыЭкономическойДеятельности.Форма.ФормаВыбора - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:32 MSK 2021","Thu May 06 15:52:32 MSK 2021","5","","","","","","Перенос документа на текущий день : Документ.МаржинальныйУчетЗакрытиеДня.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:12 MSK 2021","Thu May 06 15:52:12 MSK 2021","45","","","","","","Новые через копирование элементы : Справочник.ВидыОтправляемыхДокументов.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"passed","Thu May 06 15:52:14 MSK 2021","Thu May 06 15:52:15 MSK 2021","594","","","","","","Справочник.ДоговорыКонтрагентов.Форма.ФормаВыбора2 - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:32 MSK 2021","Thu May 06 15:52:32 MSK 2021","85","","","","","","Новые документы : Документ.ИсполнениеКонтрактов.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:18 MSK 2021","Thu May 06 15:52:19 MSK 2021","414","","","","","","Новые через копирование элементы : Справочник.Контрагенты.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"passed","Thu May 06 15:52:42 MSK 2021","Thu May 06 15:52:42 MSK 2021","5","","","","","","Перенос документа на текущий день : Документ.СверкаСБрокеромБумаги.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:31 MSK 2021","Thu May 06 15:52:31 MSK 2021","44","","","","","","Документ.ВнебиржеваяСделка.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:31 MSK 2021","Thu May 06 15:52:31 MSK 2021","14","","","","","","Существующие документы : Документ.ВнебиржеваяСделка.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:36 MSK 2021","Thu May 06 15:52:36 MSK 2021","28","","","","","","Документ.ОперацииЦБ.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:42 MSK 2021","Thu May 06 15:52:42 MSK 2021","9","","","","","","Существующие документы : Документ.СверкаСБрокеромБумаги.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:27 MSK 2021","Thu May 06 15:52:27 MSK 2021","46","","","","","","Справочник.ФизическиеЛица.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:14 MSK 2021","Thu May 06 15:52:14 MSK 2021","69","","","","","","Новые через копирование элементы : Справочник.ДоговорыКонтрагентов.Форма.ФормаГруппы - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"passed","Thu May 06 15:52:43 MSK 2021","Thu May 06 15:52:43 MSK 2021","5","","","","","","Перенос документа на текущий день : Документ.ТолькоПогашениеКупона.Форма.ФормаПогашенияКупона - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:11 MSK 2021","Thu May 06 15:52:11 MSK 2021","59","","","","","","Существующие элементы : Справочник.ВидыДоговоровПоСделке.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:40 MSK 2021","Thu May 06 15:52:40 MSK 2021","4","","","","","","Существующие документы : Документ.РасторжениеДоговора.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:23 MSK 2021","Thu May 06 15:52:23 MSK 2021","109","","","","","","Справочник.РегламентированныеОтчеты.Форма.ФормаВыбора - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:44 MSK 2021","Thu May 06 15:52:44 MSK 2021","93","","","","","","Документ.Уведомление.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:39 MSK 2021","Thu May 06 15:52:39 MSK 2021","358","","","","","","Перенос документа на текущий день : Документ.ПоручениеКлиента.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:29 MSK 2021","Thu May 06 15:52:29 MSK 2021","16","","","","","","Документ.SMS.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:11 MSK 2021","Thu May 06 15:52:11 MSK 2021","70","","","","","","Справочник.ВидыДенежныхСредствВПути.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:11 MSK 2021","Thu May 06 15:52:11 MSK 2021","37","","","","","","Справочник.Валюты.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"skipped","Thu May 06 15:52:42 MSK 2021","Thu May 06 15:52:42 MSK 2021","3","","","","","","Новые документы : объект находится в исключениях : Документ.СведенияОДоходахФизлиц.Форма.ФормаДокумента - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"passed","Thu May 06 15:52:42 MSK 2021","Thu May 06 15:52:42 MSK 2021","97","","","","","","Документ.СведенияОДоходахФизическихЛицНА.Форма.ФормаСпискаУпр - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:44 MSK 2021","Thu May 06 15:52:44 MSK 2021","6","","","","","","Существующие документы : Документ.Тарифы.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:38 MSK 2021","Thu May 06 15:52:38 MSK 2021","23","","","","","","Документ.ПогашениеКупона.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:35 MSK 2021","Thu May 06 15:52:35 MSK 2021","10","","","","","","Существующие документы : Документ.ОперацииНаСрочномРынке.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:11 MSK 2021","Thu May 06 15:52:11 MSK 2021","66","","","","","","Справочник.ВидыДенежныхСредствВПути.Форма.ФормаВыбора - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:37 MSK 2021","Thu May 06 15:52:37 MSK 2021","7","","","","","","Существующие документы : Документ.ОткрытыеПозиции.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:19 MSK 2021","Thu May 06 15:52:19 MSK 2021","99","","","","","","Существующие элементы : Справочник.МестаХранения.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:20 MSK 2021","Thu May 06 15:52:20 MSK 2021","13","","","","","","Справочник.Метки.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:16 MSK 2021","Thu May 06 15:52:16 MSK 2021","31","","","","","","Новые элементы : Справочник.КлассификаторСтранМира.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:18 MSK 2021","Thu May 06 15:52:18 MSK 2021","27","","","","","","Новые элементы : Справочник.Контрагенты.Форма.ФормаГруппы - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:30 MSK 2021","Thu May 06 15:52:30 MSK 2021","120","","","","","","Перенос документа на текущий день : Документ.ВалютнаяСделка.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:20 MSK 2021","Thu May 06 15:52:20 MSK 2021","26","","","","","","Новые элементы : Справочник.НазначениеКодовСинхронизации.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:11 MSK 2021","Thu May 06 15:52:11 MSK 2021","23","","","","","","Справочник.Валюты.Форма.ФормаВыбора - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:33 MSK 2021","Thu May 06 15:52:33 MSK 2021","149","","","","","","Существующие документы : Документ.НачислениеИОплатаКомиссии.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:27 MSK 2021","Thu May 06 15:52:27 MSK 2021","67","","","","","","Новые через копирование элементы : Справочник.ХранениеДанных.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"passed","Thu May 06 15:52:22 MSK 2021","Thu May 06 15:52:22 MSK 2021","34","","","","","","Справочник.Портфели.Форма.ФормаВыбора - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:39 MSK 2021","Thu May 06 15:52:39 MSK 2021","6","","","","","","Перенос документа на текущий день : Документ.ПризнаниеИсключениеИзСпискаКвалифицированныхИнвесторов.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:31 MSK 2021","Thu May 06 15:52:31 MSK 2021","17","","","","","","Документ.ВводОстатковПоНДФЛ.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:23 MSK 2021","Thu May 06 15:52:23 MSK 2021","70","","","","","","Справочник.РегламентированныеОтчеты.Форма.ФормаВыбораГруппы - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"skipped","Thu May 06 15:52:20 MSK 2021","Thu May 06 15:52:20 MSK 2021","3","","","","","","объект находится в исключениях : Справочник.МестаХранения1.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"failed","Thu May 06 15:52:29 MSK 2021","Thu May 06 15:52:29 MSK 2021","19","","","","","","Новые через копирование элементы : Справочник.ПриоритетыКлиентскихСчетов.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"passed","Thu May 06 15:52:09 MSK 2021","Thu May 06 15:52:09 MSK 2021","14","","","","","","Справочник.Банки.Форма.ФормаВыбораГруппы - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:10 MSK 2021","Thu May 06 15:52:10 MSK 2021","106","","","","","","Новые элементы : Справочник.БанковскиеСчета.Форма.ФормаЭлемента1 - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"skipped","Thu May 06 15:52:28 MSK 2021","Thu May 06 15:52:28 MSK 2021","2","","","","","","Новые элементы : объект находится в исключениях : Справочник.ДоговорыОбслуживанияPI.Форма.ФормаЭлемента - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"passed","Thu May 06 15:52:19 MSK 2021","Thu May 06 15:52:19 MSK 2021","22","","","","","","Справочник.КорпоративныеСобытия.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:20 MSK 2021","Thu May 06 15:52:20 MSK 2021","45","","","","","","Новые через копирование элементы : Справочник.НастройкиОтчетности.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"skipped","Thu May 06 15:52:42 MSK 2021","Thu May 06 15:52:42 MSK 2021","3","","","","","","Существующие документы : объект находится в исключениях : Документ.СведенияОДоходахФизлиц.Форма.ФормаДокумента - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"skipped","Thu May 06 15:52:42 MSK 2021","Thu May 06 15:52:42 MSK 2021","4","","","","","","Существующие документы : объект находится в исключениях : Документ.СправкаПоНДФЛВНалоговыйОрганС2015.Форма.ФормаДокумента - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"passed","Thu May 06 15:52:09 MSK 2021","Thu May 06 15:52:09 MSK 2021","64","","","","","","Новые элементы : Справочник.АналитическиеСчета.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:29 MSK 2021","Thu May 06 15:52:29 MSK 2021","99","","","","","","Новые документы : Документ._рарЭлектронныйДокумент.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:41 MSK 2021","Thu May 06 15:52:41 MSK 2021","63","","","","","","Новые документы : Документ.РегулировкаЛиквидности.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"skipped","Thu May 06 15:52:29 MSK 2021","Thu May 06 15:52:29 MSK 2021","3","","","","","","объект находится в исключениях : Справочник.UndesirablePersons.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"passed","Thu May 06 15:52:13 MSK 2021","Thu May 06 15:52:13 MSK 2021","58","","","","","","Новые через копирование элементы : Справочник.Депозиты.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"broken","Thu May 06 15:52:33 MSK 2021","Thu May 06 15:52:34 MSK 2021","93","","","","","","Документ.НачислениеИОплатаКомиссии.Форма.ФормаСпискаNew - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:26 MSK 2021","Thu May 06 15:52:26 MSK 2021","48","","","","","","Новые элементы : Справочник.УчетныеЗаписиЭлектроннойПочты.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:39 MSK 2021","Thu May 06 15:52:39 MSK 2021","20","","","","","","Документ.ПризнаниеИсключениеИзСпискаКвалифицированныхИнвесторов.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:25 MSK 2021","Thu May 06 15:52:25 MSK 2021","65","","","","","","Существующие элементы : Справочник.ТарифныеПланы.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:12 MSK 2021","Thu May 06 15:52:12 MSK 2021","41","","","","","","Новые через копирование элементы : Справочник.ВидыОтправляемыхДокументов.Форма.ФормаГруппы - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
"passed","Thu May 06 15:52:32 MSK 2021","Thu May 06 15:52:32 MSK 2021","54","","","","","","Новые документы : Документ.ИзменениеСостоянияСделки.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:31 MSK 2021","Thu May 06 15:52:31 MSK 2021","5","","","","","","Перенос документа на текущий день : Документ.ВводОстатковПоНДФЛ.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:08 MSK 2021","Thu May 06 15:52:08 MSK 2021","28","","","","","","Новые элементы : Справочник.АвтоматическиеОперации.Форма.ФормаГруппы - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:10 MSK 2021","Thu May 06 15:52:10 MSK 2021","113","","","","","","Существующие элементы : Справочник.Биржи.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:40 MSK 2021","Thu May 06 15:52:40 MSK 2021","7","","","","","","Перенос документа на текущий день : Документ.РасчетВознагражденияУК.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:16 MSK 2021","Thu May 06 15:52:16 MSK 2021","114","","","","","","Справочник.КлассификаторСтранМира.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:08 MSK 2021","Thu May 06 15:52:08 MSK 2021","81","","","","","","Существующие элементы : Справочник._рарТипыСсылочныхОбъектов.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:40 MSK 2021","Thu May 06 15:52:40 MSK 2021","74","","","","","","Новые документы : Документ.ПроведениеСверкиПрофессиональнымУчастником.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:19 MSK 2021","Thu May 06 15:52:19 MSK 2021","115","","","","","","Существующие элементы : Справочник.КорпоративныеСобытия.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:36 MSK 2021","Thu May 06 15:52:36 MSK 2021","92","","","","","","Новые документы : Документ.ОплатаВекселей.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:08 MSK 2021","Thu May 06 15:52:08 MSK 2021","89","","","","","","Новые элементы : Справочник.АвтоматическиеОперации.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:36 MSK 2021","Thu May 06 15:52:36 MSK 2021","249","","","","","","Новые документы : Документ.ОперацияНаВалютномРынке.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:07 MSK 2021","Thu May 06 15:52:07 MSK 2021","76","","","","","","Справочник._рарКонтекстыXBRL.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:38 MSK 2021","Thu May 06 15:52:38 MSK 2021","9","","","","","","Существующие документы : Документ.ПеререгистрацияЦБ.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:19 MSK 2021","Thu May 06 15:52:19 MSK 2021","59","","","","","","Новые элементы : Справочник.КорпоративныеСобытия.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:35 MSK 2021","Thu May 06 15:52:35 MSK 2021","86","","","","","","Документ.InternalPayment.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:19 MSK 2021","Thu May 06 15:52:19 MSK 2021","20","","","","","","Справочник.КотировальныеЛисты.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:31 MSK 2021","Thu May 06 15:52:31 MSK 2021","3","","","","","","Перенос документа на текущий день : Документ.ВыгрузкаРегламентированныхОтчетов.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:15 MSK 2021","Thu May 06 15:52:15 MSK 2021","19","","","","","","Справочник.ДокументыУдостоверяющиеЛичность.Форма.ФормаВыбора - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:37 MSK 2021","Thu May 06 15:52:37 MSK 2021","22","","","","","","Документ.ОплатаПогашенияОблигацийКупонов.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:40 MSK 2021","Thu May 06 15:52:40 MSK 2021","7","","","","","","Существующие документы : Документ.ПрочиеОперацииСоСделкамиРЕПО.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоДокумента"
"passed","Thu May 06 15:52:23 MSK 2021","Thu May 06 15:52:23 MSK 2021","18","","","","","","Новые элементы : Справочник.Секции.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:31 MSK 2021","Thu May 06 15:52:32 MSK 2021","59","","","","","","Новые документы : Документ.ЗакрытиеГода.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:28 MSK 2021","Thu May 06 15:52:28 MSK 2021","16","","","","","","Справочник.КонтрольныеВопросыКонтрагентов.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:29 MSK 2021","Thu May 06 15:52:29 MSK 2021","3","","","","","","Перенос документа на текущий день : Документ._рарЭлектронныйДокумент.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"passed","Thu May 06 15:52:32 MSK 2021","Thu May 06 15:52:32 MSK 2021","5","","","","","","Перенос документа на текущий день : Документ.ИсполнениеКонтрактов.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ПеренестиДокументНаТекущийДень_и_ОткрытьЕгоФорму"
"failed","Thu May 06 15:52:22 MSK 2021","Thu May 06 15:52:23 MSK 2021","31","","","","","","Справочник.РегламентированныеОтчеты.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:07 MSK 2021","Thu May 06 15:52:07 MSK 2021","179","","","","","","Существующие элементы : Справочник._рарНастройкиОткрытыхОсейXBRL.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуСуществующегоЭлементаСправочника"
"passed","Thu May 06 15:52:31 MSK 2021","Thu May 06 15:52:31 MSK 2021","95","","","","","","Документ.ВыгрузкаРегламентированныхОтчетов.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:29 MSK 2021","Thu May 06 15:52:29 MSK 2021","54","","","","","","Новые документы : Документ.SMS.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"skipped","Thu May 06 15:52:30 MSK 2021","Thu May 06 15:52:30 MSK 2021","4","","","","","","Новые документы : объект находится в исключениях : Документ.БиржеваяСделкаАрхив.Форма.ФормаДокумента - <PI_ClientManager>","ТестДолжен_ПропуститьТестФормы"
"passed","Thu May 06 15:52:15 MSK 2021","Thu May 06 15:52:15 MSK 2021","16","","","","","","Справочник.ИнформационныеБазыОбменаДанными.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:31 MSK 2021","Thu May 06 15:52:31 MSK 2021","166","","","","","","Новые документы : Документ.ВнебиржеваяСделка.Форма.ФормаДокумента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоДокумента"
"passed","Thu May 06 15:52:43 MSK 2021","Thu May 06 15:52:43 MSK 2021","132","","","","","","Документ.СправкиПоНДФЛДляРасчетаПоНалогуНаПрибыль.Форма.ФормаСписка - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:20 MSK 2021","Thu May 06 15:52:20 MSK 2021","15","","","","","","Справочник.МестаХранения.Форма.ФормаВыбораГруппы - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:24 MSK 2021","Thu May 06 15:52:24 MSK 2021","48","","","","","","Новые элементы : Справочник.СпискиЛиквидныхБумаг.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочника"
"passed","Thu May 06 15:52:15 MSK 2021","Thu May 06 15:52:15 MSK 2021","22","","","","","","Справочник.ДоходыНДФЛ.Форма.ФормаВыбора - <PI_ClientManager>","ТестДолжен_ОткрытьФорму_ПоМетаФорме"
"passed","Thu May 06 15:52:22 MSK 2021","Thu May 06 15:52:22 MSK 2021","126","","","","","","Новые через копирование элементы : Справочник.Портфели.Форма.ФормаЭлемента - <PI_ClientManager>","Тест_ОткрытьФормуНовогоЭлементаСправочникаСоздаваемогоКопированием"
